id,case_number,date,block,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,latitude,longitude,home_game,gameday
1951874,HH130128,2002-01-16T14:43:59.000,007XX S CAMPBELL AV,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1135,011,,,41.871763291,-87.688605735,True,False
1944479,HH130146,2002-01-16T14:40:00.000,046XX S HERMITAGE AV,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, GROUNDS",True,False,0914,009,,,41.809933784,-87.668651835,True,False
1951962,HH130382,2002-01-16T14:40:00.000,028XX N OAK PARK AV,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,True,2511,025,,,41.931616667,-87.795491194,True,False
1943822,HH130148,2002-01-16T14:40:00.000,003XX E 71 ST,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,False,False,0322,003,,,41.765693084,-87.616170704,True,False
1945365,HH130087,2002-01-16T14:35:27.000,048XX W DIVERSEY AV,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,False,False,2521,025,,,41.931523953,-87.747385612,True,False
1945976,HH131485,2002-01-16T14:35:00.000,103XX S EWING AV,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,0432,004,,,41.707331718,-87.535283747,True,False
1953748,HH130255,2002-01-16T14:32:00.000,039XX W THOMAS ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1112,011,,,41.900853597,-87.725582308,True,False
1944152,HH130224,2002-01-16T14:30:00.000,010XX E 72 ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,0324,003,,,41.764112658,-87.600129909,True,False
1960939,HH130082,2002-01-16T14:30:00.000,022XX W MC LEAN AV,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,1432,014,,,41.918408656,-87.683521522,True,False
1944805,HH131755,2002-01-16T14:30:00.000,028XX N NORDICA AV,THEFT,OVER $500,NURSING HOME/RETIREMENT HOME,False,False,2511,025,,,41.93194189,-87.802871682,True,False
1946852,HH131674,2002-01-16T14:30:00.000,104XX S STATE ST,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",False,False,0512,005,,,41.704885986,-87.623456938,True,False
1943587,HH130341,2002-01-16T14:30:00.000,042XX N MOZART ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1724,017,,,41.958525728,-87.699603626,True,False
1950991,HH131217,2002-01-16T14:30:00.000,054XX W JACKSON BV,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,1522,015,,,41.87657979,-87.760636595,True,False
1943595,HH130288,2002-01-16T14:30:00.000,022XX S WESTERN AV,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,1034,010,,,41.851804072,-87.68563492,True,False
1946214,HH133521,2002-01-16T14:30:00.000,048XX W WELLINGTON AV,ASSAULT,SIMPLE,STREET,False,True,2521,025,,,41.935165699,-87.747955021,True,False
1946242,HH132066,2002-01-16T14:30:00.000,042XX W 18 ST,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1012,010,,,41.856958971,-87.730722361,True,False
1944584,HH130313,2002-01-16T14:30:00.000,100XX S MICHIGAN AV,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,0511,005,,,41.711519517,-87.619992506,True,False
1946926,HH130364,2002-01-16T14:30:00.000,033XX W ROOSEVELT RD,THEFT,ATTEMPT THEFT,MOVIE HOUSE/THEATER,False,False,1134,011,,,41.866360685,-87.709626852,True,False
1945676,HH130746,2002-01-16T14:30:00.000,0000X S MICHIGAN AV,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,0123,001,,,41.881749633,-87.624355971,True,False
1945689,HH130074,2002-01-16T14:30:00.000,028XX N LEAVITT ST,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1913,019,,,41.93290005,-87.681433987,True,False
1945680,HH130706,2002-01-16T14:30:00.000,043XX N KEYSTONE AV,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,False,True,1722,017,,,41.959844358,-87.729393644,True,False
1943727,HH130819,2002-01-16T14:30:00.000,011XX E 46 ST,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,2123,002,,,41.811443713,-87.598471599,True,False
1944431,HH130127,2002-01-16T14:30:00.000,115XX S HALSTED ST,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,True,0524,005,,,41.684809877,-87.642147208,True,False
1943936,HH130274,2002-01-16T14:30:00.000,062XX S KILDARE AV,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0813,008,,,41.779825113,-87.73011784,True,False
1946217,HH131723,2002-01-16T14:30:00.000,032XX S WENTWORTH AV,THEFT,OVER $500,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,0924,009,,,41.835762166,-87.631623068,True,False
1945879,HH130090,2002-01-16T14:25:00.000,068XX W GRAND AV,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,2512,025,,,41.923593819,-87.795764356,True,False
1947584,HH130140,2002-01-16T14:20:00.000,076XX S CONSTANCE AV,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,0414,004,,,41.756321504,-87.579756798,True,False
1953148,HH130030,2002-01-16T14:20:00.000,016XX W IRVING PARK RD,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1923,019,,,41.954285117,-87.66935621,True,False
1944384,HH130106,2002-01-16T14:20:00.000,024XX W CORTLAND ST,THEFT,$500 AND UNDER,STREET,False,False,1434,014,,,,,True,False
1944024,HH130056,2002-01-16T14:16:17.000,047XX N ROCKWELL ST,BATTERY,SIMPLE,RESIDENCE,False,False,1911,019,,,41.967239107,-87.693758946,True,False
1946135,HH131698,2002-01-16T14:15:00.000,063XX S CLAREMONT AV,BATTERY,SIMPLE,STREET,False,False,0825,008,,,41.778751636,-87.682275281,True,False
1944189,HH130187,2002-01-16T14:15:00.000,039XX N KEDZIE AV,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,1733,017,,,41.952929611,-87.707989496,True,False
1943916,HH131337,2002-01-16T14:15:00.000,011XX S INDEPENDENCE BL,ROBBERY,ARMED: HANDGUN,STREET,False,False,1133,011,,,41.867822525,-87.720171565,True,False
1945352,HH130016,2002-01-16T14:10:42.000,040XX W CORTLAND ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2534,025,,,41.915321526,-87.728241064,True,False
1952977,HH130073,2002-01-16T14:05:00.000,002XX N PINE AV,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1523,015,,,41.884856209,-87.763346345,True,False
1953736,HH130049,2002-01-16T14:05:00.000,020XX W HOWARD ST,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,2424,024,,,42.019463558,-87.682478942,True,False
1944343,HH130047,2002-01-16T14:04:28.000,075XX S PEORIA ST,ASSAULT,SIMPLE,RESIDENCE,False,True,0621,006,,,41.757237422,-87.646637323,True,False
1944424,HH130014,2002-01-16T14:03:14.000,0000X E JACKSON BL,THEFT,$500 AND UNDER,RESTAURANT,False,False,0123,001,,,41.878229908,-87.626766976,True,False
1951110,HH130006,2002-01-16T14:01:00.000,004XX N CICERO AV,BATTERY,AGGRAVATED: HANDGUN,OTHER,False,False,1532,015,,,41.888430185,-87.745572369,True,False
1944149,HH130526,2002-01-16T14:00:00.000,054XX W EDDY ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1633,016,,,41.945010475,-87.762924807,True,False
